customer_id,segment_name,R,F,M,RFM_score,recency_days,frequency_180d,monetary_180d,return_rate_180d,ticket_count_90d,sessions_30d,avg_discount_pct_180d,churn_next_60d
CUST00313,Discount-Sensitive,1,2,2,5,162,1,769.77,0.0,0,16,0.33,1
CUST00314,Dormant Customers,5,2,2,9,16,1,560.98,0.0,0,0,0.29,1
CUST00315,Champions,5,5,5,15,17,6,6768.08,0.0,0,11,0.33,0
CUST00316,At-Risk Customers,2,4,3,9,97,2,1079.82,0.5,0,1,0.32,1
CUST00317,Dormant Customers,2,2,4,8,100,1,1353.24,0.0,0,8,0.19,1
CUST00318,Champions,4,4,4,12,47,2,1908.68,0.0,0,2,0.27,0
CUST00319,Discount-Sensitive,2,2,2,6,147,1,460.74,0.0,0,0,0.33,1
CUST00320,Champions,4,5,4,13,25,3,1395.26,0.0,0,10,0.297,0
CUST00321,At-Risk Customers,2,4,3,9,116,2,1114.17,0.0,0,1,0.31,1
CUST00322,Champions,5,5,5,15,4,5,3351.86,0.0,0,5,0.384,0
CUST00323,Champions,5,4,5,14,5,2,2509.86,0.0,0,6,0.3,0
CUST00324,Dormant Customers,1,1,1,3,274,0,0.0,0.0,0,0,0.0,1
CUST00325,Champions,4,5,5,14,44,3,3542.89,0.0,0,6,0.24,0
CUST00326,Dormant Customers,2,2,2,6,124,1,471.14,0.0,0,7,0.22,1
CUST00327,Discount-Sensitive,5,2,1,8,2,1,367.29,0.0,0,7,0.41,1
CUST00328,Dormant Customers,1,1,1,3,322,0,0.0,0.0,0,2,0.0,1
CUST00329,Dormant Customers,5,2,1,8,1,1,299.28,0.0,0,1,0.06,0
CUST00330,Loyal Customers,3,5,4,12,74,3,1307.8,0.0,1,1,0.33,0
CUST00331,Discount-Sensitive,1,2,2,5,151,1,505.92,0.0,0,1,0.49,1
CUST00332,High-Value but Unhappy,4,4,5,13,24,2,2059.8,0.5,2,0,0.375,0
CUST00333,Dormant Customers,3,2,3,8,75,1,870.15,0.0,0,3,0.07,0
CUST00334,Dormant Customers,3,2,2,7,85,1,731.49,1.0,1,2,0.07,1
CUST00335,At-Risk Customers,1,4,4,9,148,2,1328.14,0.0,0,7,0.38,0
CUST00336,Loyal Customers,4,4,3,11,29,2,1156.25,0.0,0,5,0.135,0
CUST00337,Champions,5,4,4,13,7,2,1887.73,0.0,1,2,0.385,1
CUST00338,Dormant Customers,5,2,3,10,12,1,887.38,1.0,1,6,0.27,0
CUST00339,Dormant Customers,2,2,2,6,92,1,465.18,0.0,0,13,0.17,0
CUST00340,Champions,4,5,4,13,46,3,1900.4,0.333,0,8,0.237,0
CUST00341,Discount-Sensitive,5,2,3,10,19,1,790.16,0.0,0,11,0.46,0
CUST00342,Champions,5,4,5,14,1,2,2309.31,0.0,1,9,0.335,0
CUST00343,Dormant Customers,2,2,1,5,94,1,410.91,0.0,0,7,0.13,0
CUST00344,Dormant Customers,1,1,1,3,189,0,0.0,0.0,0,5,0.0,0
CUST00345,Champions,5,5,5,15,3,3,3946.38,0.0,0,15,0.127,0
CUST00346,Discount-Sensitive,3,2,2,7,72,1,494.2,0.0,0,13,0.34,0
CUST00347,Dormant Customers,1,1,1,3,184,0,0.0,0.0,0,8,0.0,1
CUST00348,Champions,5,5,5,15,1,3,2509.74,0.0,0,14,0.257,0
CUST00349,Loyal Customers,3,5,5,13,74,3,2183.21,0.0,0,2,0.243,0
CUST00350,Dormant Customers,4,2,2,8,41,1,537.51,0.0,0,18,0.12,0
CUST00351,Champions,5,5,5,15,9,3,2713.22,0.333,1,4,0.287,0
CUST00352,Dormant Customers,4,2,3,9,27,1,1000.77,0.0,0,13,0.12,0
CUST00353,At-Risk Customers,2,4,2,8,118,2,753.92,0.0,0,4,0.215,1
CUST00354,Loyal Customers,4,4,3,11,36,2,1158.36,0.0,0,4,0.365,0
CUST00355,Dormant Customers,1,2,2,5,171,1,715.18,0.0,0,4,0.03,1
CUST00356,Champions,5,5,5,15,7,4,2192.57,0.0,0,10,0.215,0
CUST00357,Dormant Customers,4,2,2,8,42,1,513.15,0.0,1,9,0.29,1
CUST00358,At-Risk Customers,2,4,4,10,101,2,1523.36,0.0,0,4,0.335,1
CUST00359,Champions,5,5,5,15,3,3,2276.09,0.0,0,0,0.243,0
CUST00360,Discount-Sensitive,5,2,4,11,2,1,1731.67,0.0,0,1,0.33,0
CUST00361,Dormant Customers,1,2,1,4,169,1,361.04,1.0,0,3,0.12,1
CUST00362,Champions,4,5,4,13,23,3,1795.3,0.0,0,12,0.277,0
CUST00363,Discount-Sensitive,4,2,1,7,27,1,413.99,0.0,1,2,0.32,0
CUST00364,Dormant Customers,1,1,1,3,359,0,0.0,0.0,0,0,0.0,1
CUST00365,Dormant Customers,1,2,3,6,158,1,1015.06,0.0,0,7,0.21,1
CUST00366,At-Risk Customers,2,4,5,11,92,2,3930.92,0.0,0,2,0.235,0
CUST00367,Dormant Customers,1,1,1,3,212,0,0.0,0.0,0,1,0.0,1
CUST00368,Dormant Customers,3,2,1,6,55,1,348.81,1.0,1,7,0.25,1
CUST00369,Dormant Customers,3,2,3,8,71,1,910.05,0.0,0,7,0.16,1
CUST00370,Discount-Sensitive,1,2,2,5,172,1,452.14,0.0,0,8,0.42,1
CUST00371,Dormant Customers,2,2,3,7,124,1,912.11,0.0,0,4,0.07,1
CUST00372,Discount-Sensitive,3,2,1,6,56,1,431.11,0.0,1,2,0.38,0
CUST00373,Loyal Customers,3,4,4,11,73,2,1612.89,0.0,0,9,0.3,1
CUST00374,Dormant Customers,1,1,1,3,219,0,0.0,0.0,0,0,0.0,1
CUST00375,Loyal Customers,3,4,3,10,85,2,812.45,0.0,1,2,0.435,1
CUST00376,Champions,4,4,4,12,45,2,1345.22,0.0,0,5,0.12,1
CUST00377,Loyal Customers,3,5,4,12,80,3,1386.54,0.0,0,10,0.313,1
CUST00378,Dormant Customers,2,2,4,8,99,1,1622.32,0.0,0,4,0.29,1
CUST00379,Dormant Customers,3,2,2,7,75,1,538.25,0.0,0,2,0.11,1
CUST00380,Champions,4,5,4,13,39,3,1274.45,0.0,0,8,0.427,0
CUST00381,Dormant Customers,1,1,1,3,182,0,0.0,0.0,0,2,0.0,1
CUST00382,Loyal Customers,4,4,2,10,45,2,766.55,0.0,0,6,0.105,0
CUST00383,Champions,5,5,5,15,8,5,2977.28,0.2,1,14,0.214,0
CUST00384,Dormant Customers,4,2,2,8,26,1,470.31,0.0,0,0,0.22,0
CUST00385,Loyal Customers,3,5,4,12,63,3,1877.75,0.0,0,6,0.323,0
CUST00386,Champions,5,4,4,13,0,2,1407.41,0.0,0,13,0.29,0
CUST00387,Discount-Sensitive,4,2,2,8,40,1,721.21,0.0,0,1,0.31,0
CUST00388,Discount-Sensitive,4,2,2,8,37,1,528.39,0.0,0,6,0.37,1
CUST00389,Champions,5,5,5,15,14,5,3373.19,0.0,1,11,0.344,0
CUST00390,Loyal Customers,3,4,4,11,54,2,1639.43,0.0,1,4,0.35,1
CUST00391,Champions,5,4,5,14,1,2,2384.79,0.0,0,4,0.17,0
CUST00392,Discount-Sensitive,2,2,2,6,133,1,716.98,0.0,0,4,0.39,1
CUST00393,Champions,5,4,5,14,12,2,2231.04,0.0,1,5,0.19,0
CUST00394,Dormant Customers,5,2,1,8,1,1,404.19,0.0,1,12,0.21,0
CUST00395,Discount-Sensitive,4,2,2,8,35,1,633.86,0.0,0,12,0.48,0
CUST00396,Champions,5,5,5,15,10,5,3031.78,0.0,1,10,0.214,0
CUST00397,Discount-Sensitive,3,2,3,8,79,1,1203.27,0.0,1,3,0.3,1
CUST00398,Champions,5,5,5,15,8,3,2505.73,0.0,1,11,0.237,0
CUST00399,Dormant Customers,1,1,1,3,262,0,0.0,0.0,0,3,0.0,1
CUST00400,Discount-Sensitive,4,2,1,7,44,1,402.05,0.0,0,9,0.61,0
CUST00401,Dormant Customers,3,2,2,7,66,1,568.99,0.0,1,2,0.19,0
CUST00402,Dormant Customers,2,2,1,5,132,1,192.19,0.0,0,1,0.28,1
CUST00403,Champions,4,4,5,13,21,2,2029.32,0.0,0,15,0.12,0
CUST00404,Dormant Customers,1,1,1,3,193,0,0.0,0.0,0,1,0.0,1
CUST00405,Discount-Sensitive,5,2,1,8,2,1,282.03,1.0,1,4,0.5,1
CUST00406,Loyal Customers,5,5,3,13,10,3,997.27,0.0,1,10,0.343,0
CUST00407,Discount-Sensitive,5,2,4,11,18,1,1569.01,0.0,0,0,0.36,0
CUST00408,Dormant Customers,4,2,2,8,40,1,729.14,0.0,0,0,0.13,0
CUST00409,Loyal Customers,3,5,4,12,58,3,1404.08,0.333,1,11,0.29,1
CUST00410,Champions,5,4,4,13,1,2,1365.22,0.0,1,16,0.22,0
CUST00411,Dormant Customers,1,1,1,3,253,0,0.0,0.0,0,1,0.0,1
CUST00412,Dormant Customers,1,1,1,3,529,0,0.0,0.0,0,0,0.0,1
CUST00413,Discount-Sensitive,4,2,1,7,26,1,220.96,0.0,1,16,0.48,0
CUST00414,Discount-Sensitive,5,2,1,8,3,1,311.44,1.0,1,5,0.32,1
CUST00415,Dormant Customers,2,2,3,7,120,1,1236.13,0.0,0,1,0.21,1
CUST00416,Loyal Customers,4,4,3,11,28,2,1020.28,0.0,1,4,0.285,0
CUST00417,Dormant Customers,1,2,2,5,151,1,611.96,0.0,0,0,0.09,1
CUST00418,Champions,5,4,4,13,5,2,1919.75,0.0,1,8,0.14,0
CUST00419,At-Risk Customers,2,4,4,10,98,2,1795.1,0.0,0,12,0.3,1
CUST00420,Dormant Customers,5,2,4,11,18,1,1380.99,0.0,0,14,0.0,0
CUST00421,Discount-Sensitive,5,2,4,11,0,1,1547.12,0.0,0,4,0.36,0
CUST00422,Dormant Customers,2,2,2,6,125,1,664.17,0.0,0,7,0.28,1
CUST00423,At-Risk Customers,2,4,4,10,135,2,1922.89,0.0,0,1,0.24,1
CUST00424,Dormant Customers,2,2,2,6,113,1,625.54,0.0,0,5,0.26,1
CUST00425,At-Risk Customers,2,4,4,10,113,2,1502.44,0.0,0,12,0.195,0
CUST00426,Discount-Sensitive,3,2,2,7,77,1,718.2,0.0,0,8,0.35,1
CUST00427,Loyal Customers,5,4,1,10,1,2,331.53,0.5,1,4,0.415,1
CUST00428,Loyal Customers,3,4,3,10,74,2,810.98,0.0,0,1,0.32,0
CUST00429,Dormant Customers,5,2,1,8,6,1,432.48,0.0,1,13,0.26,0
CUST00430,Champions,4,5,5,14,22,3,2369.81,0.0,0,0,0.283,0
CUST00431,At-Risk Customers,1,4,3,8,154,2,903.65,0.0,0,1,0.435,1
CUST00432,At-Risk Customers,2,4,5,11,112,2,2306.14,0.0,0,9,0.18,1
CUST00433,Loyal Customers,4,4,3,11,36,2,1032.26,0.0,1,10,0.435,0
CUST00434,Dormant Customers,1,1,1,3,293,0,0.0,0.0,0,2,0.0,0
CUST00435,Dormant Customers,1,1,1,3,200,0,0.0,0.0,0,1,0.0,1
CUST00436,Loyal Customers,3,5,5,13,49,3,2100.42,0.0,0,2,0.24,0
CUST00437,Dormant Customers,1,2,2,5,151,1,729.22,0.0,0,0,0.25,0
CUST00438,High-Value but Unhappy,3,5,5,13,64,3,2466.39,1.0,2,6,0.16,1
CUST00439,Discount-Sensitive,2,2,2,6,119,1,501.55,0.0,0,7,0.41,1
CUST00440,Discount-Sensitive,3,2,1,6,64,1,325.03,0.0,1,5,0.56,1
CUST00441,Dormant Customers,1,1,1,3,211,0,0.0,0.0,0,1,0.0,1
CUST00442,Loyal Customers,3,5,3,11,69,3,1148.99,0.0,0,2,0.387,1
CUST00443,Dormant Customers,1,1,1,3,265,0,0.0,0.0,0,2,0.0,1
CUST00444,Dormant Customers,1,1,1,3,232,0,0.0,0.0,0,1,0.0,1
CUST00445,Discount-Sensitive,4,2,4,10,26,1,1594.8,0.0,0,4,0.43,0
CUST00446,Discount-Sensitive,4,2,2,8,26,1,521.16,0.0,0,9,0.33,1
CUST00447,High-Value but Unhappy,4,5,5,14,36,6,2647.85,0.167,2,6,0.39,0
CUST00448,Discount-Sensitive,2,2,2,6,136,1,678.51,0.0,0,11,0.39,1
CUST00449,Dormant Customers,1,1,1,3,209,0,0.0,0.0,0,1,0.0,1
CUST00450,Dormant Customers,4,2,3,9,44,1,862.9,0.0,0,5,0.24,0
CUST00451,Champions,4,4,5,13,29,2,2306.23,0.0,0,3,0.17,0
CUST00452,Dormant Customers,1,1,1,3,256,0,0.0,0.0,0,2,0.0,1
CUST00453,Champions,5,5,5,15,17,4,3032.93,0.0,1,1,0.285,0
CUST00454,Champions,5,5,4,14,13,3,1507.78,0.0,2,17,0.173,0
CUST00455,Dormant Customers,1,1,1,3,273,0,0.0,0.0,0,0,0.0,1
CUST00456,Dormant Customers,2,2,3,7,147,1,1052.09,0.0,0,0,0.06,1
CUST00457,Dormant Customers,1,1,1,3,321,0,0.0,0.0,0,1,0.0,1
CUST00458,Champions,5,4,4,13,4,2,1371.81,0.0,0,4,0.4,0
CUST00459,Dormant Customers,1,1,1,3,237,0,0.0,0.0,0,5,0.0,1
CUST00460,Champions,5,5,5,15,19,5,3252.95,0.2,1,8,0.316,0
CUST00461,Dormant Customers,1,1,1,3,194,0,0.0,0.0,0,3,0.0,1
CUST00462,Discount-Sensitive,4,2,2,8,35,1,744.65,0.0,0,2,0.64,1
CUST00463,Champions,4,5,5,14,29,4,5048.68,0.0,0,0,0.253,0
CUST00464,At-Risk Customers,2,5,4,11,106,3,1513.01,0.0,0,6,0.357,1
CUST00465,Discount-Sensitive,1,2,4,7,177,1,1298.74,0.0,0,3,0.37,1
CUST00466,Champions,4,5,5,14,25,5,3048.01,0.2,0,9,0.36,0
CUST00467,Dormant Customers,5,2,2,9,3,1,487.76,0.0,0,7,0.22,0
CUST00468,Dormant Customers,1,1,1,3,198,0,0.0,0.0,0,1,0.0,1
CUST00469,Champions,5,5,4,14,19,3,1886.95,0.0,0,8,0.453,0
CUST00470,Discount-Sensitive,1,2,1,4,166,1,218.29,0.0,0,1,0.51,1
CUST00471,Discount-Sensitive,2,2,1,5,126,1,307.23,0.0,0,5,0.49,1
CUST00472,Dormant Customers,2,2,4,8,114,1,1728.07,0.0,0,0,0.04,0
CUST00473,At-Risk Customers,2,4,4,10,121,2,1291.76,0.5,0,0,0.3,1
CUST00474,Champions,4,5,4,13,22,3,1652.35,0.333,0,5,0.243,0
CUST00475,Loyal Customers,4,4,3,11,39,2,822.87,0.0,0,2,0.145,0
CUST00476,Discount-Sensitive,2,2,1,5,140,1,335.33,0.0,0,6,0.63,1
CUST00477,Loyal Customers,3,4,4,11,60,2,1480.16,0.0,0,2,0.465,0
CUST00478,Loyal Customers,4,4,3,11,31,2,862.04,0.0,0,8,0.395,0
CUST00479,Dormant Customers,1,1,1,3,269,0,0.0,0.0,0,5,0.0,1
CUST00480,Dormant Customers,1,2,2,5,148,1,491.6,0.0,0,2,0.24,1
CUST00481,Loyal Customers,4,4,3,11,43,2,934.12,0.0,0,10,0.19,0
CUST00482,Discount-Sensitive,4,2,3,9,32,1,961.86,0.0,0,15,0.39,0
CUST00483,At-Risk Customers,2,4,4,10,107,2,1258.46,0.0,0,3,0.29,0
CUST00484,Loyal Customers,3,4,4,11,62,2,1741.75,0.0,1,9,0.15,0
CUST00485,Dormant Customers,1,1,1,3,228,0,0.0,0.0,0,1,0.0,1
CUST00486,Dormant Customers,4,2,3,9,44,1,810.16,0.0,0,10,0.05,0
CUST00487,Discount-Sensitive,4,2,2,8,29,1,617.91,0.0,1,2,0.32,0
CUST00488,Dormant Customers,1,1,1,3,217,0,0.0,0.0,0,8,0.0,1
CUST00489,Dormant Customers,1,1,1,3,210,0,0.0,0.0,0,10,0.0,1
CUST00490,Dormant Customers,5,2,2,9,7,1,557.54,1.0,1,8,0.13,0
CUST00491,Dormant Customers,2,2,2,6,97,1,540.89,1.0,1,10,0.24,0
CUST00492,Discount-Sensitive,3,2,2,7,61,1,509.57,0.0,0,0,0.45,0
CUST00493,At-Risk Customers,2,4,4,10,108,2,1757.06,0.5,0,10,0.285,1
CUST00494,Dormant Customers,5,2,2,9,11,1,660.15,0.0,0,6,0.15,0
CUST00495,Champions,4,4,5,13,45,2,2001.59,0.0,0,4,0.32,0
CUST00496,Discount-Sensitive,4,2,4,10,35,1,1586.18,0.0,0,4,0.43,0
CUST00497,Dormant Customers,1,2,4,7,159,1,1724.62,0.0,0,1,0.14,1
CUST00498,Loyal Customers,4,4,3,11,24,2,970.31,0.0,0,3,0.145,0
CUST00499,Dormant Customers,5,2,4,11,18,1,1553.47,0.0,0,1,0.02,0
CUST00500,Champions,4,4,5,13,43,2,2352.5,0.0,0,10,0.225,0
CUST00501,Champions,5,5,5,15,20,4,2834.75,0.0,1,4,0.182,0
CUST00502,Champions,5,4,4,13,17,2,1615.24,0.0,0,13,0.475,0
CUST00503,High-Value but Unhappy,3,5,5,13,48,3,2246.7,0.0,2,4,0.3,0
CUST00504,Dormant Customers,5,2,4,11,15,1,1602.01,0.0,0,9,0.2,0
CUST00505,Dormant Customers,2,2,3,7,125,1,1027.23,0.0,0,9,0.21,0
CUST00506,Champions,4,5,5,14,38,3,2912.1,0.0,0,0,0.24,0
CUST00507,Discount-Sensitive,2,2,5,9,120,1,2716.4,0.0,0,1,0.31,1
CUST00508,Dormant Customers,1,2,2,5,148,1,717.51,0.0,0,6,0.13,0
CUST00509,Discount-Sensitive,4,2,3,9,21,1,954.21,0.0,0,9,0.36,0
CUST00510,Dormant Customers,1,2,2,5,162,1,531.36,0.0,0,4,0.18,1
CUST00511,Champions,5,4,4,13,5,2,1447.75,0.0,1,18,0.205,0
CUST00512,Champions,5,5,5,15,16,4,2468.63,0.0,1,6,0.203,1
CUST00513,Champions,4,5,5,14,27,4,2536.83,0.0,1,6,0.223,0
CUST00514,Dormant Customers,2,2,4,8,93,1,1687.55,0.0,0,11,0.2,1
CUST00515,Champions,5,4,4,13,6,2,1540.13,0.0,0,2,0.3,0
CUST00516,Dormant Customers,4,2,2,8,27,1,623.59,0.0,0,9,0.19,1
CUST00517,Dormant Customers,3,2,2,7,59,1,612.95,0.0,0,2,0.19,0
CUST00518,Dormant Customers,4,2,1,7,23,1,226.9,0.0,0,5,0.12,0
CUST00519,Discount-Sensitive,3,2,1,6,81,1,412.42,0.0,0,0,0.33,0
CUST00520,Dormant Customers,5,2,2,9,2,1,503.98,0.0,0,2,0.1,0
CUST00521,Champions,4,5,5,14,42,6,2945.06,0.0,1,5,0.342,0
CUST00522,Dormant Customers,1,1,1,3,462,0,0.0,0.0,0,1,0.0,1
CUST00523,Discount-Sensitive,4,2,3,9,29,1,921.24,0.0,0,7,0.54,0
CUST00524,Discount-Sensitive,5,2,4,11,11,1,1453.6,0.0,0,10,0.3,1
CUST00525,Dormant Customers,1,1,1,3,220,0,0.0,0.0,0,1,0.0,1
CUST00526,Discount-Sensitive,5,2,3,10,2,1,1131.41,0.0,0,6,0.38,0
CUST00527,Discount-Sensitive,2,2,4,8,113,1,1920.65,0.0,0,1,0.32,0
CUST00528,Discount-Sensitive,5,2,2,9,14,1,556.1,0.0,0,12,0.45,0
CUST00529,Dormant Customers,3,2,3,8,63,1,1129.52,0.0,1,11,0.24,0
CUST00530,Loyal Customers,3,4,4,11,57,2,1840.55,0.0,0,2,0.19,0
CUST00531,Loyal Customers,4,4,2,10,43,2,648.41,0.0,1,1,0.48,1
CUST00532,Discount-Sensitive,2,2,3,7,118,1,880.45,0.0,0,1,0.38,1
CUST00533,Discount-Sensitive,5,2,1,8,4,1,149.0,0.0,1,9,0.56,0
CUST00534,Loyal Customers,3,4,3,10,74,2,1020.2,0.0,0,4,0.1,1
CUST00535,Discount-Sensitive,2,2,1,5,138,1,192.93,0.0,0,5,0.49,1
CUST00536,Loyal Customers,3,5,5,13,55,4,4432.75,0.0,0,14,0.182,0
CUST00537,Discount-Sensitive,5,2,1,8,2,1,447.58,0.0,0,4,0.32,0
CUST00538,Loyal Customers,3,4,4,11,70,2,1306.09,0.0,0,5,0.145,0
CUST00539,Loyal Customers,3,5,5,13,65,3,4301.82,0.0,0,1,0.207,0
CUST00540,Loyal Customers,3,4,2,9,56,2,718.07,0.0,0,3,0.265,0
CUST00541,At-Risk Customers,2,5,5,12,132,4,2894.17,0.0,0,1,0.34,0
CUST00542,Discount-Sensitive,3,2,2,7,54,1,576.88,0.0,0,1,0.3,0
CUST00543,Dormant Customers,1,1,1,3,197,0,0.0,0.0,0,2,0.0,1
CUST00544,Dormant Customers,3,2,2,7,85,1,757.57,0.0,0,6,0.06,1
CUST00545,Discount-Sensitive,5,2,2,9,1,1,603.57,0.0,1,9,0.35,0
CUST00546,Champions,5,4,5,14,3,2,2127.37,0.0,0,12,0.305,0
CUST00547,Dormant Customers,4,2,3,9,39,1,1001.24,1.0,1,6,0.12,0
CUST00548,Dormant Customers,1,2,3,6,165,1,858.7,0.0,0,6,0.28,0
CUST00549,At-Risk Customers,2,4,3,9,132,2,1035.57,0.0,0,1,0.35,1
CUST00550,Discount-Sensitive,5,2,2,9,11,1,525.8,0.0,0,0,0.42,0
CUST00551,Dormant Customers,4,2,2,8,25,1,470.34,0.0,0,10,0.05,0
CUST00552,Dormant Customers,5,2,2,9,4,1,567.45,0.0,0,12,0.16,0
CUST00553,Dormant Customers,1,1,1,3,293,0,0.0,0.0,0,2,0.0,1
CUST00554,Loyal Customers,5,4,2,11,7,2,750.58,0.0,0,10,0.45,0
CUST00555,Loyal Customers,4,4,3,11,45,2,1122.75,0.0,1,3,0.135,0
CUST00556,Dormant Customers,4,2,3,9,26,1,936.16,0.0,1,1,0.25,1
CUST00557,Loyal Customers,5,4,3,12,16,2,977.03,0.0,0,17,0.2,0
CUST00558,Dormant Customers,1,1,1,3,399,0,0.0,0.0,0,1,0.0,1
CUST00559,Dormant Customers,5,2,2,9,1,1,469.57,0.0,0,2,0.22,0
CUST00560,Dormant Customers,1,1,1,3,231,0,0.0,0.0,0,1,0.0,1
CUST00561,Discount-Sensitive,5,2,1,8,4,1,256.33,0.0,1,16,0.35,0
CUST00562,Dormant Customers,1,1,1,3,259,0,0.0,0.0,0,1,0.0,1
CUST00563,Dormant Customers,2,2,2,6,105,1,463.49,0.0,0,1,0.23,1
CUST00564,Dormant Customers,2,2,2,6,130,1,584.7,0.0,0,10,0.15,1
CUST00565,Dormant Customers,4,2,1,7,39,1,275.55,0.0,0,10,0.11,0
CUST00566,Discount-Sensitive,4,2,2,8,22,1,657.76,0.0,0,25,0.32,0
CUST00567,Champions,5,4,4,13,3,2,1674.78,0.0,0,9,0.28,0
CUST00568,Discount-Sensitive,4,2,2,8,34,1,482.12,0.0,0,3,0.38,1
CUST00569,Discount-Sensitive,2,2,1,5,113,1,430.0,0.0,0,7,0.38,0
CUST00570,Dormant Customers,1,2,3,6,168,1,976.72,1.0,0,0,0.11,1
CUST00571,Dormant Customers,4,2,2,8,32,1,598.14,1.0,1,5,0.28,0
CUST00572,Loyal Customers,3,5,5,13,51,4,2434.63,0.0,0,8,0.28,1
CUST00573,At-Risk Customers,2,5,4,11,125,3,1879.54,0.0,0,0,0.323,1
CUST00574,Champions,5,5,5,15,5,6,5505.69,0.0,0,14,0.215,0
CUST00575,Discount-Sensitive,3,2,2,7,83,1,548.72,0.0,1,6,0.3,1
CUST00576,Discount-Sensitive,4,2,2,8,46,1,470.46,0.0,0,15,0.31,1
CUST00577,Loyal Customers,3,4,3,10,72,2,1058.36,0.0,0,7,0.18,0
CUST00578,Dormant Customers,1,1,1,3,376,0,0.0,0.0,0,2,0.0,1
CUST00579,Discount-Sensitive,5,2,1,8,10,1,301.68,0.0,0,1,0.39,1
CUST00580,Dormant Customers,3,2,2,7,74,1,713.84,0.0,0,4,0.14,0
CUST00581,Loyal Customers,3,4,4,11,76,2,1527.79,0.0,0,0,0.185,1
CUST00582,Dormant Customers,1,1,1,3,286,0,0.0,0.0,0,2,0.0,1
CUST00583,Dormant Customers,1,1,1,3,263,0,0.0,0.0,0,2,0.0,1
CUST00584,Discount-Sensitive,3,2,2,7,83,1,591.05,0.0,0,9,0.3,1
CUST00585,At-Risk Customers,2,4,3,9,113,2,967.27,0.0,0,15,0.265,0
CUST00586,Dormant Customers,2,2,1,5,128,1,371.62,0.0,0,1,0.26,1
CUST00587,Discount-Sensitive,5,2,1,8,18,1,275.79,0.0,0,10,0.52,0
CUST00588,Dormant Customers,3,2,2,7,76,1,649.95,0.0,0,6,0.19,0
CUST00589,Discount-Sensitive,3,2,2,7,71,1,479.6,0.0,1,4,0.38,1
CUST00590,Discount-Sensitive,2,2,2,6,140,1,515.92,0.0,0,7,0.31,1
CUST00591,Discount-Sensitive,3,2,3,8,69,1,865.39,0.0,0,2,0.41,1
CUST00592,Discount-Sensitive,5,2,2,9,20,1,627.36,0.0,0,3,0.4,1
CUST00593,Champions,4,5,5,14,29,4,2441.17,0.0,1,9,0.292,0
CUST00594,Discount-Sensitive,2,2,1,5,91,1,448.78,0.0,0,0,0.5,1
CUST00595,Champions,5,5,4,14,20,3,1431.75,0.0,0,9,0.363,0
CUST00596,Discount-Sensitive,3,2,2,7,50,1,503.66,0.0,1,13,0.48,1
CUST00597,Discount-Sensitive,3,2,4,9,52,1,1256.0,0.0,1,0,0.35,1
CUST00598,Dormant Customers,5,2,2,9,7,1,545.96,0.0,0,20,0.23,0
CUST00599,At-Risk Customers,1,4,5,10,169,2,2008.74,0.0,0,2,0.095,0
CUST00600,Dormant Customers,1,1,1,3,263,0,0.0,0.0,0,3,0.0,1
CUST00601,Dormant Customers,3,2,2,7,70,1,537.85,0.0,0,8,0.04,1
CUST00602,Discount-Sensitive,2,2,1,5,91,1,171.18,0.0,0,5,0.57,1
CUST00603,High-Value but Unhappy,5,5,5,15,10,6,3515.31,0.0,2,12,0.338,0
CUST00604,Dormant Customers,2,2,2,6,90,1,761.72,0.0,0,2,0.18,0
CUST00605,At-Risk Customers,1,4,3,8,160,2,1049.15,0.0,0,8,0.135,1
CUST00606,Dormant Customers,2,2,1,5,120,1,240.15,0.0,0,7,0.24,1
CUST00607,Dormant Customers,1,1,1,3,249,0,0.0,0.0,0,9,0.0,1
CUST00608,Champions,4,4,4,12,27,2,1397.1,0.0,1,7,0.36,0
CUST00609,Champions,5,5,5,15,6,5,4581.16,0.0,0,6,0.406,0
CUST00610,Champions,4,5,5,14,22,3,3213.04,0.333,1,10,0.34,0
CUST00611,Dormant Customers,1,1,1,3,235,0,0.0,0.0,0,5,0.0,1
CUST00612,Loyal Customers,3,4,5,12,48,2,2120.98,0.0,0,9,0.35,1
CUST00613,Champions,5,5,5,15,4,4,2969.31,0.0,2,14,0.435,0
CUST00614,Dormant Customers,1,1,1,3,196,0,0.0,0.0,0,1,0.0,1
CUST00615,Dormant Customers,4,2,1,7,34,1,446.03,1.0,1,4,0.17,1
CUST00616,Loyal Customers,4,4,3,11,36,2,1139.91,0.0,1,10,0.165,1
CUST00617,Champions,5,5,5,15,14,6,4116.99,0.0,0,8,0.385,0
CUST00618,At-Risk Customers,2,4,4,10,92,2,1570.53,0.0,0,8,0.215,0
CUST00619,Loyal Customers,5,4,3,12,2,2,925.36,0.0,0,8,0.215,0
CUST00620,Dormant Customers,2,2,2,6,90,1,449.48,0.0,1,17,0.26,0
CUST00621,Dormant Customers,2,2,1,5,92,1,348.53,0.0,0,6,0.29,1
CUST00622,Dormant Customers,1,2,4,7,180,1,1369.13,0.0,0,1,0.18,1
CUST00623,At-Risk Customers,2,5,4,11,108,4,1945.71,0.25,0,18,0.323,0
CUST00624,Dormant Customers,1,1,1,3,232,0,0.0,0.0,0,4,0.0,1
CUST00625,Loyal Customers,3,5,4,12,66,3,1716.26,0.0,0,2,0.387,1
CUST00626,Loyal Customers,5,4,3,12,9,2,1214.38,0.0,1,12,0.23,0
